textId,themeId,themeName,eventId,eventTitle,category,speaker,difficulty,isPool,poolIndex,text,feedback,time,budget,satisfaction,risk,compositeScore,tags,tone,setsFlags,requiresFlags
T6054,internal_review,领导查看中期版本,X019,中期汇报中的数据不一致问题,risk_compliance,hegui_chen,1,TRUE,,主动联系合规部门进行前置审查,前置审查发现了两个潜在风险点，提前堵住了——省了后面十倍的时间。,-1,-1,0,-3,-5,time_heavy;risk_reducer,formal,,
T6055,internal_review,领导查看中期版本,X019,中期汇报中的数据不一致问题,risk_compliance,hegui_chen,2,TRUE,,用行业惯例包装模糊地带，既不违规也不过度保守,方案在合规边界上精准地踩住了——像在高速公路上刚好不超速。,0,-1,1,1,1,neutral,professional,,
T6056,internal_review,领导查看中期版本,X019,中期汇报中的数据不一致问题,risk_compliance,hegui_chen,2,TRUE,,赌一把，用现有的数据口径先提交,暂时通过了。但你心里清楚——如果被抽查到，得有人背锅。,1,1,0,2,4,risk_taker;time_saver,casual,,
T6057,internal_review,领导查看中期版本,X020,领导要求加入新部门的工作成果,satisfaction_mgmt,zhang_zong,2,TRUE,,充分沟通需求，确保理解客户的每一个关注点,客户对你的专业态度表示认可。虽然多花了时间——但信任就是这样建立的。,-2,0,2,-1,-1,time_heavy;risk_reducer,formal,,
T6058,internal_review,领导查看中期版本,X020,领导要求加入新部门的工作成果,satisfaction_mgmt,zhang_zong,2,TRUE,,主动打电话沟通，用语音化解文字误会,一通十分钟的电话解决了邮件来回三天没搞定的事。声音比文字有温度。,0,0,2,0,2,neutral,professional,,
T6059,internal_review,领导查看中期版本,X020,领导要求加入新部门的工作成果,satisfaction_mgmt,zhang_zong,3,TRUE,,给客户看未完成的版本，让他们给意见,客户提了意见——但他们提的量你根本来不及在截止日前改完。,1,0,0,2,3,risk_taker;time_saver,casual,,
T6060,internal_review,领导查看中期版本,X021,审查会上暴露的团队沟通断层,satisfaction_mgmt,zhang_zong,1,TRUE,,准备多套方案供客户选择，展示专业诚意,三套方案摆出来，客户选了中间那套——跟你预判的完全一致。,-2,-1,2,-1,-2,time_heavy;risk_reducer,formal,,
T6061,internal_review,领导查看中期版本,X021,审查会上暴露的团队沟通断层,satisfaction_mgmt,zhang_zong,1,TRUE,,"多送一份增值服务，让客户觉得""赚到了""",你多做的两页行业分析让客户发了👍表情。这两页值回了所有时间。,-1,-1,2,0,0,neutral,professional,,
T6062,internal_review,领导查看中期版本,X021,审查会上暴露的团队沟通断层,satisfaction_mgmt,zhang_zong,3,TRUE,,跟客户说已经按他们的要求改了,运气好的话他们不会仔细看。但你最好祈祷客户下周很忙。,2,1,-1,2,4,risk_taker;time_saver,casual,,
T6063,internal_review,领导查看中期版本,X022,领导要求压缩交付周期,time_pressure,lin_zong,3,TRUE,,加班加点逐项完成，不跳过任何步骤,以一人之力扛下了所有。代价是今晚的睡眠压缩到了四小时。,-3,0,-1,-1,-5,time_heavy;risk_reducer,formal,,
T6064,internal_review,领导查看中期版本,X022,领导要求压缩交付周期,time_pressure,lin_zong,1,TRUE,,并行处理：边打电话边回邮件边改文档,"三线操作——电话那头说""好""，邮件显示""已发送""，文档……勉强能看。",0,0,0,1,1,neutral,professional,,
T6065,internal_review,领导查看中期版本,X022,领导要求压缩交付周期,time_pressure,lin_zong,1,TRUE,,先交一版上去，有问题甲方会说的,甲方暂时没动静。可能是满意，也可能在酝酿一场暴风雨。,2,0,-1,2,3,risk_taker;time_saver,casual,,
T6066,internal_review,领导查看中期版本,X023,审查发现关键假设未经验证,risk_compliance,hegui_chen,2,TRUE,,逐项核查合规要求，确保每一步都经得起审计,虽然耗时，但合规陈老师点了点头——这已经是她最高级别的认可。,-2,-1,-1,-2,-6,time_heavy;risk_reducer,formal,,
T6067,internal_review,领导查看中期版本,X023,审查发现关键假设未经验证,risk_compliance,hegui_chen,2,TRUE,,重点修改高风险条款，低风险部分做技术性表述,"合规陈老师看了说""这次聪明""——她夸人的方式总是这么含蓄。",-1,0,1,-1,-1,neutral,professional,,
T6068,internal_review,领导查看中期版本,X023,审查发现关键假设未经验证,risk_compliance,hegui_chen,1,TRUE,,快速签字放行，有问题后面再补,签了。你的签名落在了文件上——希望这份文件永远不会被翻出来。,2,0,-1,3,4,risk_taker;time_saver,casual,,
T6069,kickoff,项目启动会当天,X024,项目范围界定不清,time_pressure,zhang_zong,1,TRUE,,协调各部门按流程推进，每个环节都确认,流程走完已经是晚上十点——但每一步都扎实，没有返工。,-3,-1,0,-2,-6,time_heavy;risk_reducer,formal,,
T6070,kickoff,项目启动会当天,X024,项目范围界定不清,time_pressure,zhang_zong,3,TRUE,,找技术阿哲帮忙写个脚本自动化处理,"阿哲的脚本帮你省了两小时。他说""不保证稳定""——但至少今天够了。",0,-1,1,1,1,neutral,professional,,
T6071,kickoff,项目启动会当天,X024,项目范围界定不清,time_pressure,zhang_zong,2,TRUE,,"用""正在推进中""先稳住所有人","""推进中""帮你争取了半天——但同样的借口只能用一次。",1,0,0,1,2,risk_taker;time_saver,casual,,
T6072,kickoff,项目启动会当天,X025,全员kickoff时间难统一,time_pressure,zhang_zong,2,TRUE,,加班加点逐项完成，不跳过任何步骤,以一人之力扛下了所有。代价是今晚的睡眠压缩到了四小时。,-3,0,-1,-1,-5,time_heavy;risk_reducer,formal,,
T6073,kickoff,项目启动会当天,X025,全员kickoff时间难统一,time_pressure,zhang_zong,1,TRUE,,并行处理：边打电话边回邮件边改文档,"三线操作——电话那头说""好""，邮件显示""已发送""，文档……勉强能看。",0,0,0,1,1,neutral,professional,,
T6074,kickoff,项目启动会当天,X025,全员kickoff时间难统一,time_pressure,zhang_zong,2,TRUE,,先交一版上去，有问题甲方会说的,甲方暂时没动静。可能是满意，也可能在酝酿一场暴风雨。,2,0,-1,2,3,risk_taker;time_saver,casual,,
T6075,kickoff,项目启动会当天,X026,客户对项目目标有不同理解,satisfaction_mgmt,zhang_zong,3,TRUE,,充分沟通需求，确保理解客户的每一个关注点,客户对你的专业态度表示认可。虽然多花了时间——但信任就是这样建立的。,-2,0,2,-1,-1,time_heavy;risk_reducer,formal,,
T6076,kickoff,项目启动会当天,X026,客户对项目目标有不同理解,satisfaction_mgmt,zhang_zong,2,TRUE,,主动打电话沟通，用语音化解文字误会,一通十分钟的电话解决了邮件来回三天没搞定的事。声音比文字有温度。,0,0,2,0,2,neutral,professional,,
T6077,kickoff,项目启动会当天,X026,客户对项目目标有不同理解,satisfaction_mgmt,zhang_zong,2,TRUE,,给客户看未完成的版本，让他们给意见,客户提了意见——但他们提的量你根本来不及在截止日前改完。,1,0,0,2,3,risk_taker;time_saver,casual,,
T6078,kickoff,项目启动会当天,X027,技术评估还没完成就要排期,time_pressure,jishu_azhe,2,TRUE,,协调各部门按流程推进，每个环节都确认,流程走完已经是晚上十点——但每一步都扎实，没有返工。,-3,-1,0,-2,-6,time_heavy;risk_reducer,formal,,
T6079,kickoff,项目启动会当天,X027,技术评估还没完成就要排期,time_pressure,jishu_azhe,2,TRUE,,找技术阿哲帮忙写个脚本自动化处理,"阿哲的脚本帮你省了两小时。他说""不保证稳定""——但至少今天够了。",0,-1,1,1,1,neutral,professional,,
T6080,kickoff,项目启动会当天,X027,技术评估还没完成就要排期,time_pressure,jishu_azhe,1,TRUE,,"用""正在推进中""先稳住所有人","""推进中""帮你争取了半天——但同样的借口只能用一次。",1,0,0,1,2,risk_taker;time_saver,casual,,
T6081,kickoff,项目启动会当天,X028,启动会的关键人员临时缺席,satisfaction_mgmt,zhang_zong,1,TRUE,,安排正式的进度汇报会，让客户看到每一步,"汇报会让客户安心了不少。有时候他们只是需要""被看见""。",-1,0,1,-1,-1,time_heavy;risk_reducer,formal,,
T6082,kickoff,项目启动会当天,X028,启动会的关键人员临时缺席,satisfaction_mgmt,zhang_zong,1,TRUE,,请合作过的老客户帮忙说句好话,老客户的背书比自己说一百句都管用。信任是会传递的。,0,0,1,-1,0,neutral,professional,,
T6083,kickoff,项目启动会当天,X028,启动会的关键人员临时缺席,satisfaction_mgmt,zhang_zong,1,TRUE,,先答应下来，后面再想办法兑现,客户暂时满意了。但你许下的承诺像一座大山压在日程表上。,1,0,1,2,4,risk_taker;time_saver,casual,,
T6084,kickoff,项目启动会当天,X029,项目章程被质疑流程不合规,risk_compliance,hegui_chen,2,TRUE,,逐项核查合规要求，确保每一步都经得起审计,虽然耗时，但合规陈老师点了点头——这已经是她最高级别的认可。,-2,-1,-1,-2,-6,time_heavy;risk_reducer,formal,,
T6085,kickoff,项目启动会当天,X029,项目章程被质疑流程不合规,risk_compliance,hegui_chen,3,TRUE,,重点修改高风险条款，低风险部分做技术性表述,"合规陈老师看了说""这次聪明""——她夸人的方式总是这么含蓄。",-1,0,1,-1,-1,neutral,professional,,
T6086,kickoff,项目启动会当天,X029,项目章程被质疑流程不合规,risk_compliance,hegui_chen,1,TRUE,,快速签字放行，有问题后面再补,签了。你的签名落在了文件上——希望这份文件永远不会被翻出来。,2,0,-1,3,4,risk_taker;time_saver,casual,,
T6087,kickoff,项目启动会当天,X030,资源分配方案遭到部门反对,budget_conflict,caiwu_zhou,2,TRUE,,重新做详细的预算分析报告给林总,林总看了报告后批了追加。数据充分的时候，特批也不是完全不可能。,-2,1,0,-1,-2,time_heavy;risk_reducer,formal,,
T6088,kickoff,项目启动会当天,X030,资源分配方案遭到部门反对,budget_conflict,caiwu_zhou,1,TRUE,,压缩非核心开支，腾出预算给关键项,从茶歇费里抠出了设计费。同事们明天的咖啡没了——但项目保住了。,0,0,-1,0,-1,neutral,professional,,
T6089,kickoff,项目启动会当天,X030,资源分配方案遭到部门反对,budget_conflict,caiwu_zhou,2,TRUE,,把预算缺口藏到下个季度再处理,这个季度的报表好看了。但下个季度的你打开账本时会倒吸一口凉气。,2,-1,0,2,3,risk_taker;time_saver,casual,,
T6090,kickoff,项目启动会当天,X031,客户要求启动会前看到详细计划,time_pressure,zhang_zong,3,TRUE,,加班加点逐项完成，不跳过任何步骤,以一人之力扛下了所有。代价是今晚的睡眠压缩到了四小时。,-3,0,-1,-1,-5,time_heavy;risk_reducer,formal,,
T6091,kickoff,项目启动会当天,X031,客户要求启动会前看到详细计划,time_pressure,zhang_zong,1,TRUE,,并行处理：边打电话边回邮件边改文档,"三线操作——电话那头说""好""，邮件显示""已发送""，文档……勉强能看。",0,0,0,1,1,neutral,professional,,
T6092,kickoff,项目启动会当天,X031,客户要求启动会前看到详细计划,time_pressure,zhang_zong,2,TRUE,,先交一版上去，有问题甲方会说的,甲方暂时没动静。可能是满意，也可能在酝酿一场暴风雨。,2,0,-1,2,3,risk_taker;time_saver,casual,,
T6093,kickoff,项目启动会当天,X032,项目代号引发跨部门误会,satisfaction_mgmt,zhang_zong,2,TRUE,,充分沟通需求，确保理解客户的每一个关注点,客户对你的专业态度表示认可。虽然多花了时间——但信任就是这样建立的。,-2,0,2,-1,-1,time_heavy;risk_reducer,formal,,
T6094,kickoff,项目启动会当天,X032,项目代号引发跨部门误会,satisfaction_mgmt,zhang_zong,2,TRUE,,主动打电话沟通，用语音化解文字误会,一通十分钟的电话解决了邮件来回三天没搞定的事。声音比文字有温度。,0,0,2,0,2,neutral,professional,,
T6095,kickoff,项目启动会当天,X032,项目代号引发跨部门误会,satisfaction_mgmt,zhang_zong,3,TRUE,,给客户看未完成的版本，让他们给意见,客户提了意见——但他们提的量你根本来不及在截止日前改完。,1,0,0,2,3,risk_taker;time_saver,casual,,
T6096,kickoff,项目启动会当天,X033,启动会上CEO突然提了新方向,satisfaction_mgmt,lin_zong,3,TRUE,,准备多套方案供客户选择，展示专业诚意,三套方案摆出来，客户选了中间那套——跟你预判的完全一致。,-2,-1,2,-1,-2,time_heavy;risk_reducer,formal,,
T6097,kickoff,项目启动会当天,X033,启动会上CEO突然提了新方向,satisfaction_mgmt,lin_zong,2,TRUE,,"多送一份增值服务，让客户觉得""赚到了""",你多做的两页行业分析让客户发了👍表情。这两页值回了所有时间。,-1,-1,2,0,0,neutral,professional,,
T6098,kickoff,项目启动会当天,X033,启动会上CEO突然提了新方向,satisfaction_mgmt,lin_zong,2,TRUE,,跟客户说已经按他们的要求改了,运气好的话他们不会仔细看。但你最好祈祷客户下周很忙。,2,1,-1,2,4,risk_taker;time_saver,casual,,
T6099,kickoff,项目启动会当天,X034,项目预算在启动前被冻结审查,budget_conflict,caiwu_zhou,1,TRUE,,找三家供应商比价，确保最优性价比,"比价多花了半天，但省了15%。林总在邮件里回了""做得好""。",-1,1,1,-1,0,time_heavy;risk_reducer,formal,,
T6100,kickoff,项目启动会当天,X034,项目预算在启动前被冻结审查,budget_conflict,caiwu_zhou,2,TRUE,,跟供应商谈分期付款或延期结算,"供应商勉强同意了分期。但你欠了一份人情——下次报价可能包含""风险溢价""。",1,0,0,1,2,neutral,professional,,
T6101,kickoff,项目启动会当天,X034,项目预算在启动前被冻结审查,budget_conflict,caiwu_zhou,2,TRUE,,先斩后奏，花完了再找林总补批,林总看到报销单时眉头皱了一分钟。最后还是签了——但你不能有下次了。,2,-1,-2,2,1,risk_taker;time_saver,casual,,
T6102,kickoff,项目启动会当天,X035,启动会材料被合规要求大改,risk_compliance,hegui_chen,3,TRUE,,逐项核查合规要求，确保每一步都经得起审计,虽然耗时，但合规陈老师点了点头——这已经是她最高级别的认可。,-2,-1,-1,-2,-6,time_heavy;risk_reducer,formal,,
T6103,kickoff,项目启动会当天,X035,启动会材料被合规要求大改,risk_compliance,hegui_chen,1,TRUE,,重点修改高风险条款，低风险部分做技术性表述,"合规陈老师看了说""这次聪明""——她夸人的方式总是这么含蓄。",-1,0,1,-1,-1,neutral,professional,,
T6104,kickoff,项目启动会当天,X035,启动会材料被合规要求大改,risk_compliance,hegui_chen,1,TRUE,,快速签字放行，有问题后面再补,签了。你的签名落在了文件上——希望这份文件永远不会被翻出来。,2,0,-1,3,4,risk_taker;time_saver,casual,,
T6105,last_minute,下班前突击汇报,X036,下班前的数据更新请求,time_pressure,zhang_zong,3,TRUE,,协调各部门按流程推进，每个环节都确认,流程走完已经是晚上十点——但每一步都扎实，没有返工。,-3,-1,0,-2,-6,time_heavy;risk_reducer,formal,,
T6106,last_minute,下班前突击汇报,X036,下班前的数据更新请求,time_pressure,zhang_zong,2,TRUE,,找技术阿哲帮忙写个脚本自动化处理,"阿哲的脚本帮你省了两小时。他说""不保证稳定""——但至少今天够了。",0,-1,1,1,1,neutral,professional,,
T6107,last_minute,下班前突击汇报,X036,下班前的数据更新请求,time_pressure,zhang_zong,1,TRUE,,"用""正在推进中""先稳住所有人","""推进中""帮你争取了半天——但同样的借口只能用一次。",1,0,0,1,2,risk_taker;time_saver,casual,,
T6108,last_minute,下班前突击汇报,X037,汇报PPT的格式突然要大改,time_pressure,lin_zong,2,TRUE,,加班加点逐项完成，不跳过任何步骤,以一人之力扛下了所有。代价是今晚的睡眠压缩到了四小时。,-3,0,-1,-1,-5,time_heavy;risk_reducer,formal,,
T6109,last_minute,下班前突击汇报,X037,汇报PPT的格式突然要大改,time_pressure,lin_zong,1,TRUE,,并行处理：边打电话边回邮件边改文档,"三线操作——电话那头说""好""，邮件显示""已发送""，文档……勉强能看。",0,0,0,1,1,neutral,professional,,
T6110,last_minute,下班前突击汇报,X037,汇报PPT的格式突然要大改,time_pressure,lin_zong,1,TRUE,,先交一版上去，有问题甲方会说的,甲方暂时没动静。可能是满意，也可能在酝酿一场暴风雨。,2,0,-1,2,3,risk_taker;time_saver,casual,,
T6111,last_minute,下班前突击汇报,X038,关键数据源在下班后关闭,time_pressure,jishu_azhe,2,TRUE,,列出优先级清单，按紧急程度逐个处理,清单上的事项逐一勾掉。全部搞定的时候，窗外已经全黑了。,-2,0,1,-1,-2,time_heavy;risk_reducer,formal,,
T6112,last_minute,下班前突击汇报,X038,关键数据源在下班后关闭,time_pressure,jishu_azhe,3,TRUE,,先搞定最紧急的三件事，其余的见缝插针,"三件急事勉强收尾。""明天继续""的群消息暂时稳住了局面。",-1,0,1,0,0,neutral,professional,,
T6113,last_minute,下班前突击汇报,X038,关键数据源在下班后关闭,time_pressure,jishu_azhe,3,TRUE,,跳过测试环节，直接上线,上线了。暂时没问题。但你的后脊梁一直在发凉。,2,1,-1,3,5,risk_taker;time_saver,casual,,
T6114,last_minute,下班前突击汇报,X039,汇报对象临时增加了大领导,satisfaction_mgmt,zhang_zong,3,TRUE,,准备多套方案供客户选择，展示专业诚意,三套方案摆出来，客户选了中间那套——跟你预判的完全一致。,-2,-1,2,-1,-2,time_heavy;risk_reducer,formal,,
T6115,last_minute,下班前突击汇报,X039,汇报对象临时增加了大领导,satisfaction_mgmt,zhang_zong,1,TRUE,,"多送一份增值服务，让客户觉得""赚到了""",你多做的两页行业分析让客户发了👍表情。这两页值回了所有时间。,-1,-1,2,0,0,neutral,professional,,
T6116,last_minute,下班前突击汇报,X039,汇报对象临时增加了大领导,satisfaction_mgmt,zhang_zong,3,TRUE,,跟客户说已经按他们的要求改了,运气好的话他们不会仔细看。但你最好祈祷客户下周很忙。,2,1,-1,2,4,risk_taker;time_saver,casual,,
T6117,last_minute,下班前突击汇报,X040,打印店已经关门但需要纸质版,time_pressure,zhang_zong,2,TRUE,,加班加点逐项完成，不跳过任何步骤,以一人之力扛下了所有。代价是今晚的睡眠压缩到了四小时。,-3,0,-1,-1,-5,time_heavy;risk_reducer,formal,,
T6118,last_minute,下班前突击汇报,X040,打印店已经关门但需要纸质版,time_pressure,zhang_zong,1,TRUE,,并行处理：边打电话边回邮件边改文档,"三线操作——电话那头说""好""，邮件显示""已发送""，文档……勉强能看。",0,0,0,1,1,neutral,professional,,
T6119,last_minute,下班前突击汇报,X040,打印店已经关门但需要纸质版,time_pressure,zhang_zong,2,TRUE,,先交一版上去，有问题甲方会说的,甲方暂时没动静。可能是满意，也可能在酝酿一场暴风雨。,2,0,-1,2,3,risk_taker;time_saver,casual,,
T6120,last_minute,下班前突击汇报,X041,下班前收到的竞品动态需要纳入汇报,satisfaction_mgmt,zhang_zong,3,TRUE,,充分沟通需求，确保理解客户的每一个关注点,客户对你的专业态度表示认可。虽然多花了时间——但信任就是这样建立的。,-2,0,2,-1,-1,time_heavy;risk_reducer,formal,,
T6121,last_minute,下班前突击汇报,X041,下班前收到的竞品动态需要纳入汇报,satisfaction_mgmt,zhang_zong,2,TRUE,,主动打电话沟通，用语音化解文字误会,一通十分钟的电话解决了邮件来回三天没搞定的事。声音比文字有温度。,0,0,2,0,2,neutral,professional,,
T6122,last_minute,下班前突击汇报,X041,下班前收到的竞品动态需要纳入汇报,satisfaction_mgmt,zhang_zong,3,TRUE,,给客户看未完成的版本，让他们给意见,客户提了意见——但他们提的量你根本来不及在截止日前改完。,1,0,0,2,3,risk_taker;time_saver,casual,,
T6123,last_minute,下班前突击汇报,X042,汇报前的预演暴露了逻辑漏洞,satisfaction_mgmt,lin_zong,3,TRUE,,准备多套方案供客户选择，展示专业诚意,三套方案摆出来，客户选了中间那套——跟你预判的完全一致。,-2,-1,2,-1,-2,time_heavy;risk_reducer,formal,,
T6124,last_minute,下班前突击汇报,X042,汇报前的预演暴露了逻辑漏洞,satisfaction_mgmt,lin_zong,3,TRUE,,"多送一份增值服务，让客户觉得""赚到了""",你多做的两页行业分析让客户发了👍表情。这两页值回了所有时间。,-1,-1,2,0,0,neutral,professional,,
T6125,last_minute,下班前突击汇报,X042,汇报前的预演暴露了逻辑漏洞,satisfaction_mgmt,lin_zong,3,TRUE,,跟客户说已经按他们的要求改了,运气好的话他们不会仔细看。但你最好祈祷客户下周很忙。,2,1,-1,2,4,risk_taker;time_saver,casual,,
T6126,last_minute,下班前突击汇报,X043,领导要求在汇报中加入敏感数据,risk_compliance,hegui_chen,3,TRUE,,主动联系合规部门进行前置审查,前置审查发现了两个潜在风险点，提前堵住了——省了后面十倍的时间。,-1,-1,0,-3,-5,time_heavy;risk_reducer,formal,,
T6127,last_minute,下班前突击汇报,X043,领导要求在汇报中加入敏感数据,risk_compliance,hegui_chen,2,TRUE,,用行业惯例包装模糊地带，既不违规也不过度保守,方案在合规边界上精准地踩住了——像在高速公路上刚好不超速。,0,-1,1,1,1,neutral,professional,,
T6128,last_minute,下班前突击汇报,X043,领导要求在汇报中加入敏感数据,risk_compliance,hegui_chen,1,TRUE,,赌一把，用现有的数据口径先提交,暂时通过了。但你心里清楚——如果被抽查到，得有人背锅。,1,1,0,2,4,risk_taker;time_saver,casual,,
T6129,last_minute,下班前突击汇报,X044,汇报用的系统在下班时维护,time_pressure,jishu_azhe,3,TRUE,,列出优先级清单，按紧急程度逐个处理,清单上的事项逐一勾掉。全部搞定的时候，窗外已经全黑了。,-2,0,1,-1,-2,time_heavy;risk_reducer,formal,,
T6130,last_minute,下班前突击汇报,X044,汇报用的系统在下班时维护,time_pressure,jishu_azhe,3,TRUE,,先搞定最紧急的三件事，其余的见缝插针,"三件急事勉强收尾。""明天继续""的群消息暂时稳住了局面。",-1,0,1,0,0,neutral,professional,,
T6131,last_minute,下班前突击汇报,X044,汇报用的系统在下班时维护,time_pressure,jishu_azhe,1,TRUE,,跳过测试环节，直接上线,上线了。暂时没问题。但你的后脊梁一直在发凉。,2,1,-1,3,5,risk_taker;time_saver,casual,,
T6132,last_minute,下班前突击汇报,X045,协作部门下班前才给反馈意见,time_pressure,zhang_zong,1,TRUE,,协调各部门按流程推进，每个环节都确认,流程走完已经是晚上十点——但每一步都扎实，没有返工。,-3,-1,0,-2,-6,time_heavy;risk_reducer,formal,,
T6133,last_minute,下班前突击汇报,X045,协作部门下班前才给反馈意见,time_pressure,zhang_zong,3,TRUE,,找技术阿哲帮忙写个脚本自动化处理,"阿哲的脚本帮你省了两小时。他说""不保证稳定""——但至少今天够了。",0,-1,1,1,1,neutral,professional,,
T6134,last_minute,下班前突击汇报,X045,协作部门下班前才给反馈意见,time_pressure,zhang_zong,3,TRUE,,"用""正在推进中""先稳住所有人","""推进中""帮你争取了半天——但同样的借口只能用一次。",1,0,0,1,2,risk_taker;time_saver,casual,,
T6135,last_minute,下班前突击汇报,X046,汇报结束后需要立即提供补充材料,time_pressure,zhang_zong,1,TRUE,,加班加点逐项完成，不跳过任何步骤,以一人之力扛下了所有。代价是今晚的睡眠压缩到了四小时。,-3,0,-1,-1,-5,time_heavy;risk_reducer,formal,,
T6136,last_minute,下班前突击汇报,X046,汇报结束后需要立即提供补充材料,time_pressure,zhang_zong,2,TRUE,,并行处理：边打电话边回邮件边改文档,"三线操作——电话那头说""好""，邮件显示""已发送""，文档……勉强能看。",0,0,0,1,1,neutral,professional,,
T6137,last_minute,下班前突击汇报,X046,汇报结束后需要立即提供补充材料,time_pressure,zhang_zong,1,TRUE,,先交一版上去，有问题甲方会说的,甲方暂时没动静。可能是满意，也可能在酝酿一场暴风雨。,2,0,-1,2,3,risk_taker;time_saver,casual,,
T6138,last_workday,最后一个工作日,X047,最后一个工作日的紧急客户投诉,satisfaction_mgmt,zhang_zong,1,TRUE,,充分沟通需求，确保理解客户的每一个关注点,客户对你的专业态度表示认可。虽然多花了时间——但信任就是这样建立的。,-2,0,2,-1,-1,time_heavy;risk_reducer,formal,,
T6139,last_workday,最后一个工作日,X047,最后一个工作日的紧急客户投诉,satisfaction_mgmt,zhang_zong,1,TRUE,,主动打电话沟通，用语音化解文字误会,一通十分钟的电话解决了邮件来回三天没搞定的事。声音比文字有温度。,0,0,2,0,2,neutral,professional,,
T6140,last_workday,最后一个工作日,X047,最后一个工作日的紧急客户投诉,satisfaction_mgmt,zhang_zong,1,TRUE,,给客户看未完成的版本，让他们给意见,客户提了意见——但他们提的量你根本来不及在截止日前改完。,1,0,0,2,3,risk_taker;time_saver,casual,,
T6141,last_workday,最后一个工作日,X048,年底关账前的最后一笔报销被卡,budget_conflict,caiwu_zhou,1,TRUE,,重新做详细的预算分析报告给林总,林总看了报告后批了追加。数据充分的时候，特批也不是完全不可能。,-2,1,0,-1,-2,time_heavy;risk_reducer,formal,,
T6142,last_workday,最后一个工作日,X048,年底关账前的最后一笔报销被卡,budget_conflict,caiwu_zhou,2,TRUE,,压缩非核心开支，腾出预算给关键项,从茶歇费里抠出了设计费。同事们明天的咖啡没了——但项目保住了。,0,0,-1,0,-1,neutral,professional,,
T6143,last_workday,最后一个工作日,X048,年底关账前的最后一笔报销被卡,budget_conflict,caiwu_zhou,3,TRUE,,把预算缺口藏到下个季度再处理,这个季度的报表好看了。但下个季度的你打开账本时会倒吸一口凉气。,2,-1,0,2,3,risk_taker;time_saver,casual,,
T6144,last_workday,最后一个工作日,X049,未回复的邮件超过了三位数,time_pressure,zhang_zong,1,TRUE,,加班加点逐项完成，不跳过任何步骤,以一人之力扛下了所有。代价是今晚的睡眠压缩到了四小时。,-3,0,-1,-1,-5,time_heavy;risk_reducer,formal,,
T6145,last_workday,最后一个工作日,X049,未回复的邮件超过了三位数,time_pressure,zhang_zong,3,TRUE,,并行处理：边打电话边回邮件边改文档,"三线操作——电话那头说""好""，邮件显示""已发送""，文档……勉强能看。",0,0,0,1,1,neutral,professional,,
T6146,last_workday,最后一个工作日,X049,未回复的邮件超过了三位数,time_pressure,zhang_zong,1,TRUE,,先交一版上去，有问题甲方会说的,甲方暂时没动静。可能是满意，也可能在酝酿一场暴风雨。,2,0,-1,2,3,risk_taker;time_saver,casual,,
T6147,last_workday,最后一个工作日,X050,年度总结报告还差三页没写,time_pressure,zhang_zong,1,TRUE,,列出优先级清单，按紧急程度逐个处理,清单上的事项逐一勾掉。全部搞定的时候，窗外已经全黑了。,-2,0,1,-1,-2,time_heavy;risk_reducer,formal,,
T6148,last_workday,最后一个工作日,X050,年度总结报告还差三页没写,time_pressure,zhang_zong,1,TRUE,,先搞定最紧急的三件事，其余的见缝插针,"三件急事勉强收尾。""明天继续""的群消息暂时稳住了局面。",-1,0,1,0,0,neutral,professional,,
T6149,last_workday,最后一个工作日,X050,年度总结报告还差三页没写,time_pressure,zhang_zong,3,TRUE,,跳过测试环节，直接上线,上线了。暂时没问题。但你的后脊梁一直在发凉。,2,1,-1,3,5,risk_taker;time_saver,casual,,
T6150,last_workday,最后一个工作日,X051,领导要求年前完成所有绩效考核面谈,satisfaction_mgmt,lin_zong,1,TRUE,,准备多套方案供客户选择，展示专业诚意,三套方案摆出来，客户选了中间那套——跟你预判的完全一致。,-2,-1,2,-1,-2,time_heavy;risk_reducer,formal,,
T6151,last_workday,最后一个工作日,X051,领导要求年前完成所有绩效考核面谈,satisfaction_mgmt,lin_zong,1,TRUE,,"多送一份增值服务，让客户觉得""赚到了""",你多做的两页行业分析让客户发了👍表情。这两页值回了所有时间。,-1,-1,2,0,0,neutral,professional,,
T6152,last_workday,最后一个工作日,X051,领导要求年前完成所有绩效考核面谈,satisfaction_mgmt,lin_zong,3,TRUE,,跟客户说已经按他们的要求改了,运气好的话他们不会仔细看。但你最好祈祷客户下周很忙。,2,1,-1,2,4,risk_taker;time_saver,casual,,
T6153,last_workday,最后一个工作日,X052,最后一个工作日OA系统计划维护,time_pressure,jishu_azhe,2,TRUE,,加班加点逐项完成，不跳过任何步骤,以一人之力扛下了所有。代价是今晚的睡眠压缩到了四小时。,-3,0,-1,-1,-5,time_heavy;risk_reducer,formal,,
T6154,last_workday,最后一个工作日,X052,最后一个工作日OA系统计划维护,time_pressure,jishu_azhe,3,TRUE,,并行处理：边打电话边回邮件边改文档,"三线操作——电话那头说""好""，邮件显示""已发送""，文档……勉强能看。",0,0,0,1,1,neutral,professional,,
T6155,last_workday,最后一个工作日,X052,最后一个工作日OA系统计划维护,time_pressure,jishu_azhe,1,TRUE,,先交一版上去，有问题甲方会说的,甲方暂时没动静。可能是满意，也可能在酝酿一场暴风雨。,2,0,-1,2,3,risk_taker;time_saver,casual,,
